policy_number,policy_bind_date,policy_state,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_age,insured_sex,insured_occupation,insured_hobbies,incident_date,incident_state,incident_severity,incident_city,incident_location,incident_hour_of_the_day,peril_type,authorities_contacted,police_report_available,cov_A,cov_E,personal_liability_ind,property_claim_amount,injury_claim_amount,total_claim_amount,liberty_prior_claim,other_prior_claim,fraud_reported
522824,11/28/2014,IL,1000,2010.015602,0,45987,45,MALE,machine-op-inspct,reading,2/19/2015,NY,minor damage,Hillsdale,7226 Texas Ridge,4,theft,ambulance,NO,235000,500000,NO,139689,6911,146600,NO,NO,NO
103608,5/9/2004,IN,500,4219.700288,4000000,43221,38,FEMALE,handlers-cleaners,movies,1/31/2015,SC,minor damage,Arlington,1102 Weaver Drive,4,theft,fire,NO,448000,300000,YES,206775,5135,211910,NO,NO,NO
522869,11/28/1990,IL,500,1324.374845,0,45772,22,MALE,priv-house-serv,paintball,1/17/2015,NY,minor damage,Riverwood,9744 Oak Hwy,1,fire,none,NO,163400,500000,YES,84652,18390,103042,NO,YES,NO
930987,6/12/2014,IL,500,5464.614019,0,60399,38,MALE,armed-forces,basketball,2/8/2015,NC,total loss,Arlington,3662 3rd St,23,hail,other,NO,549800,300000,NO,549800,9784,559584,NO,NO,NO
531966,2/23/2004,OH,1000,4408.348889,0,61663,31,FEMALE,protective-serv,paintball,2/23/2015,WV,total loss,Hillsdale,5285 Rock Hwy,16,theft,police,NO,536800,1000000,NO,536800,9002,545802,NO,NO,NO
767328,6/3/2009,IL,500,5516.028808,0,45465,60,FEMALE,farming-fishing,bungie-jumping,2/2/2015,VA,minor damage,Springfield,7477 Texas Ridge,10,theft,police,YES,481000,1000000,YES,265763,4921,270684,YES,NO,NO
945294,6/27/1995,OH,500,3664.876122,0,60027,39,MALE,priv-house-serv,skydiving,1/21/2015,NC,trivial damage,Riverwood,2855 Solo Lane,0,hail,ambulance,NO,428600,300000,NO,114596,744,115340,YES,NO,NO
508902,2/23/2001,OH,1000,6266.254329,0,45713,39,FEMALE,sales,exercise,2/26/2015,PA,total loss,Springfield,7883 Pine Ridge,8,other,other,NO,625800,300000,NO,625800,9760,635560,NO,NO,NO
554313,9/9/1992,OH,1000,7021.854088,0,60837,56,FEMALE,protective-serv,basketball,1/27/2015,NC,total loss,Springfield,3882 Apache Ave,13,theft,police,YES,745400,500000,NO,745400,5708,751108,YES,NO,NO
684038,7/4/1993,IN,1000,6115.309009,0,60940,43,FEMALE,handlers-cleaners,yachting,1/28/2015,SC,minor damage,Northbend,3104 Best Drive,17,hail,fire,NO,538000,500000,NO,241582,7512,249094,NO,YES,NO
635054,9/14/2010,IN,1000,1951.892118,0,47051,42,MALE,tech-support,bungie-jumping,2/4/2015,NY,trivial damage,Arlington,3607 MLK Drive,1,hail,fire,NO,199600,300000,NO,688,2186,2874,YES,YES,NO
799028,5/22/1994,OH,1000,1937.896986,0,45995,34,MALE,tech-support,movies,1/7/2015,VA,total loss,Arlington,7245 Pine Hwy,7,fire,police,YES,189600,300000,YES,189600,10475,200075,NO,YES,NO
314936,2/5/2012,IL,500,3332.848685,0,43271,35,FEMALE,other-service,dancing,1/28/2015,SC,minor damage,Northbrook,4277 Tree St,17,other,police,YES,292600,500000,NO,153861,12863,166724,NO,NO,NO
495951,8/8/2003,IL,500,1953.693401,0,60018,43,FEMALE,sales,video-games,1/2/2015,VA,total loss,Riverwood,2736 4th Hwy,22,hail,other,NO,235200,1000000,NO,235200,9665,244865,YES,NO,NO
798628,1/29/2000,OH,1000,1294.312922,5000000,60250,32,MALE,sales,board-games,2/2/2015,SC,total loss,Arlington,7689 Britain Hwy,8,theft,none,NO,113400,500000,NO,113400,4830,118230,YES,NO,NO
529632,3/9/1999,OH,500,4057.160737,0,45477,31,MALE,adm-clerical,paintball,2/5/2015,WV,minor damage,Springfield,9185 Rock Drive,23,hail,other,NO,465400,1000000,NO,237678,304,237982,NO,NO,NO
363180,7/29/1992,IN,1000,4968.700219,0,44797,48,MALE,priv-house-serv,bungie-jumping,3/1/2015,WV,total loss,Northbend,9833 1st Ridge,21,theft,other,NO,508200,500000,NO,508200,20,508220,NO,NO,NO
962703,2/28/2013,IN,500,838.2679195,0,45712,47,MALE,farming-fishing,hiking,1/17/2015,NC,major damage,Riverwood,7620 Oak Ridge,13,hail,fire,NO,86400,500000,YES,67550,8969,76519,NO,YES,NO
587667,3/29/2007,OH,500,3184.429547,6000000,46810,38,FEMALE,priv-house-serv,polo,1/23/2015,VA,total loss,Hillsdale,1630 Weaver Hwy,2,theft,ambulance,NO,282000,500000,NO,282000,328,282328,YES,YES,NO
388077,7/18/1998,OH,1000,3698.236162,0,61780,28,MALE,transport-moving,chess,2/23/2015,VA,minor damage,Springfield,6626 Maple Ridge,6,theft,fire,NO,377800,500000,NO,181383,835,182218,NO,YES,NO
405358,7/12/2005,IN,500,4219.339415,0,60230,38,MALE,sales,exercise,2/6/2015,WV,total loss,Northbrook,8922 1st Lane,3,hurricane,other,NO,504400,300000,YES,504400,6932,511332,NO,NO,NO
515846,11/27/1992,IN,1000,4385.283609,0,43599,34,MALE,armed-forces,video-games,2/11/2015,VA,minor damage,Riverwood,1274 Sky St,11,fire,other,NO,415600,300000,NO,244499,11594,256093,NO,NO,NO
565945,9/15/1998,IN,500,4005.37616,0,46870,39,MALE,other-service,cross-fit,1/23/2015,VA,minor damage,Hillsdale,9267 Washington Ave,20,fire,ambulance,NO,350400,300000,NO,148941,13391,162332,NO,NO,NO
669629,12/29/2014,OH,1000,1559.356639,0,45998,49,MALE,prof-specialty,kayaking,1/26/2015,SC,total loss,Arlington,6560 Maple Ave,17,theft,fire,NO,173200,300000,NO,173200,708,173908,NO,NO,NO
864086,1/12/2004,IL,500,1819.519618,0,44819,57,FEMALE,prof-specialty,yachting,1/9/2015,NY,total loss,Hillsdale,1588 Francis Ave,7,other,ambulance,NO,209600,1000000,NO,209600,9688,219288,NO,NO,NO
152367,3/11/2002,IN,1000,2116.156393,0,44239,39,MALE,machine-op-inspct,movies,2/27/2015,NC,minor damage,Riverwood,4647 Cherokee Ridge,12,other,police,YES,181600,500000,NO,99008,18511,117519,YES,NO,NO
784945,9/6/2014,OH,1000,4104.16052,5000000,43010,59,FEMALE,armed-forces,golf,1/18/2015,NY,major damage,Hillsdale,7336 Texas Ridge,23,theft,none,NO,503600,1000000,NO,420626,6148,426774,NO,YES,NO
933114,1/28/1991,OH,1000,2815.426514,0,46962,30,FEMALE,protective-serv,cross-fit,2/20/2015,WV,minor damage,Riverwood,7537 4th St,20,hail,ambulance,NO,286800,300000,NO,154599,938,155537,NO,NO,NO
351452,5/1/2005,IN,500,4428.089093,3000000,60896,55,MALE,protective-serv,bungie-jumping,2/12/2015,WV,total loss,Northbend,6808 Britain Hwy,10,theft,police,YES,500800,500000,NO,500800,274,501074,YES,YES,NO
214683,8/11/2011,IN,500,1839.280191,0,47741,29,MALE,machine-op-inspct,golf,1/5/2015,NY,minor damage,Northbrook,8648 Maple St,19,hurricane,other,NO,203600,300000,NO,89529,1088,90617,YES,NO,NO
269273,4/23/1998,OH,500,4655.849557,0,46537,56,FEMALE,armed-forces,hiking,1/1/2015,WV,total loss,Columbus,2122 Embaracadero Hwy,6,theft,fire,NO,410000,300000,NO,410000,4133,414133,NO,NO,NO
255296,4/2/1993,IN,500,3667.010738,0,43473,40,FEMALE,transport-moving,sleeping,2/3/2015,NY,trivial damage,Northbrook,5172 Tree Hwy,12,hurricane,other,NO,428200,500000,NO,75761,15054,90815,YES,NO,NO
662356,8/21/1999,OH,500,2589.468527,6000000,61427,33,MALE,other-service,basketball,1/22/2015,NY,minor damage,Springfield,6496 Weaver St,6,fire,none,NO,299000,1000000,NO,166982,2647,169629,NO,YES,NO
971039,8/1/1998,IL,500,3763.46511,0,45094,22,FEMALE,armed-forces,skydiving,2/8/2015,WV,total loss,Columbus,2409 Weaver Drive,18,fire,other,NO,389600,1000000,NO,389600,13633,403233,YES,NO,NO
348724,7/13/1990,IL,500,4830.145603,0,61392,38,FEMALE,armed-forces,exercise,1/11/2015,PA,minor damage,Hillsdale,4458 Apache Drive,0,hurricane,other,NO,482800,1000000,NO,193861,5294,199155,NO,NO,NO
728177,2/15/1990,IL,1000,2366.24883,0,47697,50,MALE,exec-managerial,movies,1/3/2015,NY,minor damage,Hillsdale,4399 1st St,0,fire,fire,NO,269000,500000,NO,108302,6215,114517,YES,YES,NO
110377,4/14/1995,IL,1000,3704.789204,6000000,47631,33,FEMALE,machine-op-inspct,paintball,1/7/2015,WV,major damage,Hillsdale,3859 Sky Ave,1,fire,other,NO,447800,500000,NO,310752,5892,316644,NO,YES,NO
268788,3/17/1998,IN,1000,1856.289176,6000000,61452,37,MALE,armed-forces,skydiving,2/15/2015,VA,minor damage,Springfield,4502 Weaver Ave,12,other,ambulance,NO,180800,300000,NO,90069,10658,100727,YES,NO,NO
420769,1/14/1995,OH,1000,3245.762796,0,60660,40,FEMALE,exec-managerial,hiking,2/14/2015,NY,major damage,Hillsdale,7256 Texas Ridge,7,hurricane,other,NO,322800,300000,NO,279913,9973,289886,NO,YES,NO
228627,1/18/1994,IL,1000,3929.207818,6000000,43087,36,FEMALE,farming-fishing,reading,1/1/2015,SC,minor damage,Northbrook,4374 Britain Lane,4,fire,police,YES,364600,300000,YES,212207,505,212712,YES,YES,NO
809511,11/11/1994,IN,500,2351.145188,0,44319,43,MALE,protective-serv,paintball,2/25/2015,SC,total loss,Hillsdale,7809 Maple Lane,22,hurricane,other,NO,288000,1000000,YES,288000,18046,306046,YES,NO,NO
487995,7/10/2001,IN,1000,1423.778577,0,44149,51,FEMALE,sales,sleeping,1/2/2015,WV,total loss,Columbus,2334 Sky Hwy,21,hurricane,other,NO,135400,1000000,NO,135400,5702,141102,NO,YES,NO
176472,5/17/1991,IN,1000,3232.121693,0,43098,36,MALE,adm-clerical,golf,1/4/2015,SC,minor damage,Hillsdale,3598 Andromedia Hwy,10,hurricane,other,NO,284800,500000,NO,146343,11528,157871,YES,NO,NO
525199,1/18/2015,IL,500,5895.62449,0,44153,31,MALE,priv-house-serv,basketball,2/16/2015,NY,total loss,Northbrook,7278 MLK Ridge,17,fire,none,NO,729400,300000,YES,729400,9971,739371,NO,NO,NO
855075,2/22/1991,OH,500,3446.398479,0,46620,58,MALE,protective-serv,base-jumping,2/18/2015,NY,total loss,Hillsdale,9847 Texas Ridge,16,other,ambulance,NO,296000,300000,NO,296000,5403,301403,NO,NO,NO
649927,9/3/2006,OH,1000,5011.254611,0,44153,35,FEMALE,machine-op-inspct,movies,1/12/2015,VA,minor damage,Arlington,7717 MLK Ave,22,hail,other,NO,513200,1000000,NO,287784,3752,291536,NO,NO,NO
994329,6/2/2004,IL,500,4006.598273,0,46567,36,MALE,exec-managerial,camping,1/29/2015,SC,minor damage,Northbend,7950 Oak Ave,7,theft,none,NO,380400,300000,NO,157881,14283,172164,NO,YES,NO
986061,12/6/2004,OH,500,5062.502391,0,45080,21,MALE,protective-serv,dancing,1/3/2015,VA,total loss,Springfield,8098 Weaver Ave,7,theft,other,NO,499200,500000,NO,499200,442,499642,NO,NO,NO
990710,8/18/1993,IL,500,1493.878924,0,46620,39,FEMALE,machine-op-inspct,dancing,1/24/2015,WV,total loss,Columbus,4014 Embaracadero Hwy,18,hurricane,other,NO,163800,1000000,NO,163800,5037,168837,NO,NO,NO
579663,6/9/2011,IN,1000,1760.587164,0,45147,46,MALE,other-service,kayaking,1/24/2015,WV,minor damage,Springfield,1640 2nd Lane,2,theft,fire,NO,160400,300000,YES,89114,13142,102256,YES,NO,NO
352586,10/29/1990,IN,1000,8078.143411,0,43193,54,MALE,prof-specialty,sleeping,1/30/2015,NY,major damage,Riverwood,7254 Pine Lane,3,theft,ambulance,NO,687000,300000,YES,579227,21,579248,NO,YES,NO
284598,10/21/2011,IN,500,5082.314937,0,44846,27,FEMALE,exec-managerial,paintball,2/23/2015,SC,minor damage,Arlington,3004 Best Ridge,23,other,police,YES,511200,1000000,NO,246781,9888,256669,NO,NO,NO
253333,1/17/1995,IL,500,5937.515396,0,46831,33,FEMALE,prof-specialty,video-games,1/6/2015,NY,major damage,Riverwood,6147 Andromedia Lane,5,other,police,NO,590400,300000,NO,478056,10465,488521,NO,YES,NO
973654,5/19/2013,IL,500,5226.009797,0,43575,39,MALE,handlers-cleaners,yachting,1/25/2015,NY,trivial damage,Springfield,4408 Best Ridge,21,hurricane,fire,NO,508200,300000,NO,821,14129,14950,NO,NO,NO
293398,7/31/2003,OH,1000,2543.765678,0,47060,34,FEMALE,adm-clerical,cross-fit,2/12/2015,NY,minor damage,Riverwood,9697 Pine Lane,23,theft,none,NO,250800,300000,NO,118799,5259,124058,NO,NO,NO
479354,3/17/1993,IL,1000,5895.985186,0,44293,62,FEMALE,adm-clerical,cross-fit,1/14/2015,VA,minor damage,Hillsdale,1799 Best Ave,17,theft,other,NO,554200,300000,NO,292059,13645,305704,NO,YES,NO
386839,1/15/2008,OH,500,3319.610259,4000000,62073,34,FEMALE,machine-op-inspct,golf,1/27/2015,WV,total loss,Springfield,5169 Cherokee Ridge,21,hurricane,ambulance,NO,379800,300000,NO,379799,5564,385363,NO,YES,NO
725590,9/30/2004,IN,500,3850.86919,0,60384,44,MALE,armed-forces,camping,2/2/2015,WV,minor damage,Northbend,7240 Britain Hwy,23,fire,other,NO,392000,1000000,NO,186193,13826,200019,NO,YES,NO
476231,12/5/2005,IN,1000,3520.268455,0,43120,40,MALE,handlers-cleaners,bungie-jumping,1/21/2015,WV,minor damage,Northbrook,6406 Rock Lane,19,theft,other,NO,430200,300000,NO,184977,3994,188971,NO,NO,NO
758808,7/19/1991,OH,500,2364.615395,0,47793,43,FEMALE,craft-repair,movies,2/16/2015,WV,minor damage,Springfield,6791 Flute Drive,16,fire,police,YES,207800,500000,NO,105572,4566,110138,NO,NO,NO
700982,9/14/2006,IL,500,909.4942283,4000000,47857,35,MALE,transport-moving,yachting,1/4/2015,WV,minor damage,Hillsdale,3281 2nd Ave,7,hail,other,NO,101800,500000,NO,45192,1186,46378,YES,NO,NO
245078,12/7/1995,OH,1000,2583.416418,0,60817,43,MALE,machine-op-inspct,bungie-jumping,1/4/2015,WV,major damage,Springfield,5146 Embaracadero Drive,9,fire,none,NO,221000,300000,NO,166181,6508,172689,YES,NO,NO
868079,3/8/2007,OH,500,3067.419653,0,60574,41,FEMALE,machine-op-inspct,bungie-jumping,2/19/2015,NY,major damage,Hillsdale,5932 Elm Drive,23,hurricane,other,NO,348400,300000,NO,246136,890,247026,YES,NO,NO
913853,1/22/2007,OH,500,2190.300011,0,45987,38,FEMALE,exec-managerial,golf,1/5/2015,VA,total loss,Springfield,5271 Apache Drive,19,fire,none,NO,191000,1000000,NO,191000,6632,197632,NO,NO,NO
121652,11/27/2008,IN,1000,5250.826185,7000000,46074,45,FEMALE,sales,yachting,1/9/2015,WV,major damage,Arlington,3597 Tree Lane,17,hurricane,other,NO,651400,500000,YES,579517,17528,597045,YES,NO,NO
595656,6/28/1999,IN,500,4893.028903,4000000,60629,45,FEMALE,craft-repair,exercise,2/14/2015,VA,minor damage,Springfield,3560 Sky Drive,22,theft,other,NO,493400,500000,NO,244868,4749,249617,NO,NO,NO
328870,6/30/2005,IN,1000,3419.802723,0,43269,35,FEMALE,adm-clerical,movies,1/14/2015,VA,minor damage,Riverwood,3153 4th Hwy,0,hail,other,NO,312600,500000,YES,145957,7536,153493,NO,NO,NO
947734,10/27/2006,IN,1000,4605.36135,0,45678,36,FEMALE,other-service,yachting,1/5/2015,SC,total loss,Columbus,9100 1st Drive,9,other,other,NO,435200,500000,NO,435200,20326,455526,NO,NO,NO
345869,6/24/1997,OH,1000,4550.188971,6000000,46667,44,MALE,adm-clerical,camping,1/7/2015,WV,minor damage,Arlington,3625 Sky St,18,other,other,NO,518800,300000,NO,283572,286,283858,YES,NO,NO
115764,9/11/1991,IN,1000,3880.145804,0,46810,47,FEMALE,prof-specialty,exercise,1/1/2015,SC,major damage,Northbrook,5666 Francis Drive,6,theft,ambulance,NO,406400,500000,YES,257114,290,257404,NO,NO,NO
263646,3/4/1995,IN,1000,6118.893433,0,44334,45,FEMALE,exec-managerial,bungie-jumping,1/6/2015,OH,major damage,Northbend,2532 Cherokee Drive,10,hail,other,NO,634600,300000,NO,520116,4951,525067,NO,NO,NO
177364,1/10/1990,IN,500,1775.065648,0,46487,38,MALE,protective-serv,base-jumping,2/23/2015,NC,minor damage,Riverwood,9809 Oak Ridge,1,hurricane,fire,NO,152600,300000,NO,67825,10211,78036,YES,YES,NO
872215,4/21/1999,IN,500,1566.682629,7000000,46076,31,MALE,armed-forces,dancing,2/7/2015,WV,total loss,Springfield,5044 Texas Hwy,23,other,ambulance,NO,184600,1000000,NO,184600,6331,190931,NO,NO,NO
835182,6/26/1991,OH,500,4438.729041,0,60648,40,FEMALE,protective-serv,reading,1/8/2015,NY,major damage,Hillsdale,5592 Embaracadero St,5,theft,none,NO,525400,500000,NO,413895,10831,424726,NO,NO,NO
727897,12/3/2005,IN,1000,2372.931546,0,45224,31,FEMALE,prof-specialty,board-games,1/14/2015,NY,total loss,Springfield,8139 Elm Ridge,16,fire,police,YES,262200,1000000,NO,262200,893,263093,YES,NO,NO
869281,9/22/2001,IN,1000,2157.561197,0,47151,51,FEMALE,prof-specialty,chess,2/9/2015,OH,major damage,Springfield,7933 3rd Lane,4,theft,none,NO,213600,300000,NO,181773,266,182039,NO,NO,NO
500059,12/26/2010,IL,500,3164.281672,0,44491,31,FEMALE,priv-house-serv,video-games,1/19/2015,NY,major damage,Riverwood,3497 Solo Lane,6,hurricane,other,NO,278800,300000,NO,204731,602,205333,NO,NO,NO
312110,6/17/2007,OH,500,2942.799726,0,43085,34,FEMALE,tech-support,cross-fit,1/5/2015,WV,total loss,Hillsdale,3458 Best Ridge,19,other,ambulance,NO,365600,500000,YES,365600,5144,370744,NO,NO,NO
140950,2/4/2015,IN,1000,1970.243406,0,46697,40,FEMALE,handlers-cleaners,camping,1/6/2015,NY,minor damage,Riverwood,3571 Washington Ave,13,other,fire,NO,216200,300000,NO,124932,7206,132138,YES,NO,NO
114661,10/30/1993,IN,1000,4372.969932,0,45018,44,MALE,craft-repair,basketball,1/14/2015,NY,minor damage,Hillsdale,8521 Texas Ridge,3,theft,none,NO,376200,1000000,NO,203387,8663,212050,NO,YES,NO
532949,5/12/1990,IL,1000,4783.491002,0,46681,36,MALE,adm-clerical,sleeping,2/11/2015,SC,major damage,Northbrook,3590 Weaver Ridge,18,other,fire,NO,439200,500000,NO,322210,4854,327064,NO,NO,NO
300471,11/4/2007,OH,1000,2180.523013,0,44083,30,FEMALE,armed-forces,board-games,2/22/2015,PA,minor damage,Columbus,3789 Texas Drive,7,theft,other,NO,216800,500000,NO,108407,10262,118669,NO,NO,NO
185764,9/12/2004,IL,500,5585.563213,0,47051,42,FEMALE,other-service,yachting,2/25/2015,WV,total loss,Columbus,9371 MLK St,7,theft,fire,NO,568400,300000,NO,568400,541,568941,YES,YES,NO
987428,6/7/2013,OH,500,2765.005229,0,45088,39,MALE,machine-op-inspct,camping,1/14/2015,VA,minor damage,Springfield,7332 2nd St,9,theft,fire,NO,321200,1000000,NO,192230,918,193148,YES,YES,NO
498364,11/14/2012,IN,1000,5134.065147,0,46623,37,FEMALE,prof-specialty,camping,1/29/2015,WV,total loss,Northbrook,3236 Britain Drive,1,hurricane,ambulance,NO,461800,1000000,NO,461800,9493,471293,NO,NO,NO
613154,1/16/1993,IL,1000,3702.264041,7000000,43293,37,MALE,armed-forces,bungie-jumping,2/5/2015,WV,minor damage,Columbus,9962 Sky Lane,5,theft,none,NO,338800,300000,YES,147573,9126,156699,NO,YES,NO
804291,2/16/1992,OH,1000,3448.987208,0,44846,44,FEMALE,priv-house-serv,board-games,1/3/2015,NC,total loss,Northbend,9710 Embaracadero St,7,other,fire,NO,364600,500000,NO,364600,6517,371117,NO,NO,NO
311616,3/8/1992,OH,500,2238.810349,0,44756,25,MALE,sales,dancing,2/2/2015,NY,minor damage,Columbus,3123 Cherokee Lane,3,theft,none,NO,192400,500000,NO,104334,7131,111465,NO,NO,NO
769702,2/12/2004,IL,1000,2998.424436,5000000,45417,38,FEMALE,transport-moving,polo,1/12/2015,SC,minor damage,Northbend,1611 Solo Hwy,9,fire,other,NO,322400,300000,NO,169731,387,170118,YES,NO,NO
551772,8/15/2011,OH,1000,1985.885873,0,46474,30,MALE,farming-fishing,chess,1/6/2015,VA,total loss,Arlington,3148 2nd Ave,7,hail,other,NO,232600,300000,NO,232600,7743,240343,YES,NO,NO
700419,6/8/1998,IN,500,3373.411173,4000000,43652,34,FEMALE,machine-op-inspct,kayaking,1/3/2015,SC,total loss,Northbend,5068 Rock Drive,23,fire,other,NO,363600,1000000,NO,363600,9122,372722,NO,YES,NO
373538,1/1/1995,OH,500,7220.167958,0,46628,58,MALE,protective-serv,chess,1/11/2015,VA,total loss,Springfield,2206 5th Ave,5,hurricane,other,NO,705400,300000,NO,705400,5415,710815,NO,NO,NO
880847,11/6/2009,OH,500,2018.711678,0,43253,45,FEMALE,priv-house-serv,video-games,2/4/2015,SC,minor damage,Columbus,9112 Texas Hwy,13,hurricane,ambulance,NO,179400,1000000,NO,102909,15837,118746,YES,YES,NO
234004,3/2/2002,OH,500,2265.773812,0,47589,49,MALE,protective-serv,skydiving,2/6/2015,VA,total loss,Hillsdale,5940 Texas Hwy,6,theft,police,NO,242000,1000000,NO,242000,6986,248986,YES,YES,NO
436682,12/8/2009,OH,500,2647.027071,7000000,60569,37,FEMALE,other-service,yachting,1/1/2015,SC,total loss,Columbus,1665 Flute Ridge,10,hurricane,ambulance,NO,320800,1000000,NO,320800,15615,336415,NO,YES,NO
977771,4/23/1999,IN,500,2270.010345,0,47341,38,FEMALE,craft-repair,exercise,2/22/2015,NY,total loss,Northbend,5831 Flute St,3,theft,other,NO,252000,1000000,YES,252000,5777,257777,YES,YES,NO
937322,9/21/1997,IL,1000,3666.608643,0,46210,55,FEMALE,transport-moving,bungie-jumping,1/27/2015,NY,total loss,Hillsdale,1320 Elm Drive,20,theft,other,NO,361000,500000,NO,361000,6496,367496,NO,NO,NO
902518,9/24/1998,IL,1000,4244.282325,0,62086,31,MALE,handlers-cleaners,reading,2/27/2015,SC,trivial damage,Arlington,9881 Apache Lane,22,hail,other,NO,469000,300000,NO,181226,5726,186952,NO,NO,NO
986134,5/10/2006,IN,500,3929.344437,0,47151,38,MALE,craft-repair,yachting,1/24/2015,SC,minor damage,Springfield,1884 Flute Ridge,8,theft,other,NO,475800,1000000,YES,228576,351,228927,NO,YES,NO
369410,3/25/2011,OH,1000,5435.189932,0,43110,42,MALE,machine-op-inspct,movies,2/19/2015,WV,total loss,Springfield,3510 Cherokee Ridge,17,fire,none,NO,608400,500000,NO,608400,1040,609440,NO,YES,NO
397211,6/10/2011,IN,1000,3441.064094,0,45660,35,FEMALE,machine-op-inspct,dancing,1/29/2015,NC,trivial damage,Hillsdale,7330 Francis Ave,21,other,none,NO,290600,300000,NO,41216,7385,48601,YES,YES,NO
192287,7/4/1991,IN,500,1664.056537,0,43563,28,FEMALE,machine-op-inspct,exercise,2/18/2015,NC,major damage,Arlington,7115 Rock Ave,21,fire,fire,NO,186400,300000,YES,154652,4742,159394,NO,NO,NO
924601,12/7/2007,IL,1000,2673.32658,0,46566,37,FEMALE,machine-op-inspct,video-games,2/12/2015,SC,minor damage,Northbend,1210 Britain Hwy,14,hail,ambulance,NO,271800,1000000,NO,148649,3546,152195,NO,YES,NO
754889,9/1/1995,OH,500,3785.829398,0,43271,26,FEMALE,craft-repair,cross-fit,2/4/2015,VA,minor damage,Arlington,7898 4th St,22,other,fire,NO,397600,500000,NO,230564,1053,231617,YES,NO,NO
512800,2/14/2015,OH,500,2952.513242,6000000,45294,55,MALE,sales,movies,2/17/2015,WV,major damage,Northbend,7400 Sky Ave,13,hail,other,NO,281000,500000,NO,207612,1175,208787,YES,NO,NO
376902,12/23/2014,OH,1000,3033.132793,0,43498,36,MALE,armed-forces,board-games,1/18/2015,NY,trivial damage,Springfield,4851 Elm Ridge,20,other,none,NO,296800,1000000,YES,56083,6260,62343,NO,NO,NO
670891,5/11/2013,IN,1000,4745.007573,0,60363,38,FEMALE,exec-managerial,camping,2/22/2015,VA,minor damage,Northbrook,3284 Elm Drive,13,other,police,YES,440600,1000000,NO,223267,1196,224463,NO,NO,NO
955031,3/8/1997,OH,500,2010.838848,0,45448,43,FEMALE,protective-serv,paintball,1/30/2015,WV,minor damage,Arlington,5931 Sky St,1,theft,fire,NO,192000,300000,NO,111841,760,112601,NO,NO,NO
529880,3/31/2014,IN,500,4366.622882,0,45448,39,FEMALE,adm-clerical,kayaking,2/11/2015,WV,trivial damage,Columbus,4576 Maple St,17,theft,other,NO,413200,1000000,YES,161278,11817,173095,YES,NO,NO
341651,12/9/2007,IL,500,3956.941814,0,60170,24,MALE,craft-repair,base-jumping,1/14/2015,WV,minor damage,Columbus,2151 Flute Drive,18,other,none,NO,426200,500000,NO,187030,700,187730,NO,YES,NO
277394,2/2/2013,IN,500,4642.133411,0,43127,40,MALE,tech-support,kayaking,1/17/2015,SC,total loss,Northbend,2744 5th Hwy,21,fire,fire,NO,431200,500000,NO,431200,896,432096,YES,NO,NO
292771,4/7/1994,OH,1000,3275.379233,0,43062,21,MALE,priv-house-serv,base-jumping,1/23/2015,PA,minor damage,Riverwood,9283 Apache Drive,20,hail,other,NO,397000,1000000,NO,221413,6956,228369,NO,NO,NO
