,Unnamed: 0,policy_number,policy_bind_date,policy_state,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_age,insured_sex,insured_occupation,insured_hobbies,incident_date,incident_state,incident_severity,incident_city,incident_location,incident_hour_of_the_day,peril_type,authorities_contacted,police_report_available,cov_A,cov_E,personal_liability_ind,property_claim_amount,injury_claim_amount,total_claim_amount,liberty_prior_claim,other_prior_claim,fraud_reported
2633,2633,252712,9/9/1995,IL,500,3150.292475,0,61947,44,FEMALE,farming-fishing,exercise,1/6/2015,SC,minor damage,Columbus,1988 Tree Ridge,21,hurricane,other,NO,315800,300000,YES,174398,4282,178680,NO,YES,NO
2634,2634,934672,12/12/1998,IL,1000,1513.29382,0,61427,43,FEMALE,other-service,chess,1/30/2015,WV,major damage,Northbrook,1322 4th Hwy,21,fire,other,NO,171800,300000,YES,127343,5465,132808,YES,NO,NO
2635,2635,507809,11/29/2000,OH,1000,1756.59758,0,60621,39,MALE,armed-forces,basketball,2/7/2015,SC,total loss,Arlington,3213 Cherokee Ridge,4,other,other,NO,200800,300000,NO,200800,211,201011,NO,YES,NO
2636,2636,162578,1/4/1992,OH,500,2057.9271670000007,0,47870,23,MALE,transport-moving,reading,1/28/2015,NY,total loss,Hillsdale,8530 Elm Drive,6,theft,other,NO,228000,300000,NO,228000,6013,234013,NO,NO,NO
2637,2637,822709,10/5/2002,IL,500,831.1108813999998,0,61384,38,MALE,armed-forces,kayaking,2/24/2015,VA,trivial damage,Springfield,3072 Sky Hwy,14,hail,other,NO,75200,1000000,NO,4025,10907,14932,YES,NO,NO
2638,2638,249129,4/4/1995,IL,500,4634.7659509999985,4000000,43062,31,MALE,adm-clerical,video-games,2/18/2015,SC,major damage,Springfield,6165 Andromedia Drive,1,hail,other,NO,397800,1000000,NO,293749,7175,300924,YES,NO,NO
2639,2639,814733,10/23/1991,IN,1000,1996.947491,0,60713,20,FEMALE,transport-moving,kayaking,2/18/2015,SC,minor damage,Arlington,9690 3rd Lane,23,hail,other,NO,187400,300000,NO,110964,1939,112903,NO,NO,NO
2640,2640,355395,2/4/2003,IL,500,2226.036443,0,60663,37,FEMALE,exec-managerial,chess,2/10/2015,NC,minor damage,Northbend,7828 Texas Hwy,17,hurricane,fire,NO,268800,500000,NO,124150,13967,138117,NO,NO,NO
2641,2641,351882,2/29/1992,IL,500,1788.8870190000002,6000000,47061,35,FEMALE,transport-moving,exercise,2/20/2015,SC,minor damage,Hillsdale,3627 Flute St,0,theft,none,NO,191600,500000,NO,112076,137,112213,YES,NO,NO
2642,2642,364350,1/27/2001,OH,1000,5222.063208,0,44259,34,MALE,tech-support,camping,2/25/2015,NY,total loss,Springfield,8645 Texas Hwy,16,other,other,NO,500200,300000,NO,500200,5706,505906,YES,NO,NO
2643,2643,600725,6/20/1991,IL,1000,3707.198261,0,60455,52,MALE,adm-clerical,basketball,1/19/2015,WV,total loss,Riverwood,4940 Andromedia Drive,3,fire,other,NO,454800,500000,NO,454799,6494,461293,YES,NO,NO
2644,2644,122389,2/29/2000,IN,500,3930.611248,3000000,46057,45,MALE,sales,dancing,2/26/2015,WV,minor damage,Riverwood,7821 Pine Hwy,8,fire,police,YES,416800,500000,YES,177776,753,178529,YES,NO,NO
2645,2645,613594,5/27/2003,OH,1000,4458.264495,0,46683,43,FEMALE,tech-support,reading,2/23/2015,NY,total loss,Northbend,4060 5th Ave,23,fire,other,NO,460000,1000000,NO,460000,13535,473535,NO,NO,NO
2646,2646,436635,10/2/2012,IN,500,1669.333519,0,47763,44,FEMALE,transport-moving,camping,1/27/2015,WV,major damage,Hillsdale,4001 Best Ridge,10,hurricane,other,NO,207600,500000,NO,179593,5107,184700,NO,YES,NO
2647,2647,178542,5/20/2008,IL,1000,2415.163532,0,45033,40,FEMALE,craft-repair,board-games,2/24/2015,SC,minor damage,Riverwood,9489 4th Lane,14,fire,fire,NO,233800,500000,YES,109329,5023,114352,NO,NO,NO
2648,2648,743011,3/6/2003,IN,500,6461.259983,0,43697,42,MALE,farming-fishing,chess,1/13/2015,NY,trivial damage,Springfield,5802 Maple Ridge,6,hurricane,other,NO,617400,500000,NO,206058,444,206502,NO,YES,NO
2649,2649,536699,6/11/2008,OH,1000,5142.844717,7000000,60671,37,FEMALE,armed-forces,kayaking,1/18/2015,WV,minor damage,Riverwood,1868 Oak Ave,17,fire,other,NO,431200,500000,NO,227841,7267,235108,NO,NO,NO
2650,2650,500882,10/5/1994,IN,500,3098.834628,0,44032,30,MALE,tech-support,reading,2/6/2015,VA,total loss,Riverwood,4043 Cherokee Hwy,14,theft,ambulance,NO,356200,500000,NO,356200,814,357014,NO,YES,NO
2651,2651,706179,8/26/1992,OH,500,7107.336038,0,61910,30,FEMALE,farming-fishing,exercise,1/19/2015,WV,minor damage,Springfield,1851 MLK Ave,4,theft,fire,NO,621000,300000,NO,369219,11776,380995,NO,YES,NO
2652,2652,442693,6/30/2001,IL,500,2249.538424,0,46463,44,FEMALE,other-service,board-games,2/26/2015,SC,trivial damage,Northbend,8556 Oak Ave,4,theft,none,NO,258000,500000,NO,100218,931,101149,NO,NO,NO
2653,2653,495608,4/14/2001,OH,1000,1801.582889,0,43293,25,MALE,transport-moving,dancing,2/14/2015,WV,total loss,Arlington,7885 Tree Lane,20,hail,other,NO,164800,300000,YES,164800,18460,183260,NO,NO,NO
2654,2654,755931,9/17/1999,IL,500,2605.814303,5000000,46057,26,MALE,sales,exercise,1/4/2015,WV,minor damage,Columbus,7467 Francis Ridge,4,theft,other,NO,277400,1000000,YES,165357,12532,177889,YES,NO,NO
2655,2655,324076,1/22/1994,IL,500,1813.058591,0,46697,38,FEMALE,farming-fishing,board-games,1/29/2015,VA,minor damage,Hillsdale,9948 Best Ave,9,hurricane,other,NO,216200,500000,NO,93895,4876,98771,NO,YES,NO
2656,2656,939299,4/19/2013,IN,1000,5078.548908,0,46017,51,FEMALE,adm-clerical,dancing,2/19/2015,NY,total loss,Arlington,7997 4th Lane,16,hurricane,other,NO,464600,300000,NO,464600,13375,477975,NO,YES,NO
2657,2657,442335,4/13/2014,IN,500,3272.90823,0,61381,47,FEMALE,transport-moving,movies,2/11/2015,NY,major damage,Northbrook,7679 Embaracadero St,4,fire,police,YES,290600,1000000,NO,235574,14532,250106,NO,NO,NO
2658,2658,850953,2/17/2012,IN,1000,2093.282033,0,60617,31,FEMALE,farming-fishing,reading,1/16/2015,VA,minor damage,Riverwood,8663 Cherokee Hwy,4,other,fire,NO,191400,300000,YES,95473,9507,104980,NO,NO,NO
2659,2659,888035,12/1/2004,IN,1000,3090.394211,0,46076,42,MALE,other-service,hiking,2/23/2015,NY,minor damage,Arlington,8783 Cherokee Hwy,7,hurricane,other,NO,264600,1000000,YES,137225,1045,138270,NO,YES,NO
2660,2660,892414,7/3/2014,IL,500,3416.413215,5000000,43315,42,MALE,tech-support,camping,2/16/2015,NY,total loss,Northbend,5729 Best Ave,12,hail,ambulance,NO,287200,500000,NO,287200,6118,293318,YES,YES,NO
2661,2661,488507,6/13/2012,OH,1000,3485.8477270000008,0,61831,45,FEMALE,craft-repair,dancing,2/3/2015,VA,minor damage,Hillsdale,4490 Texas Hwy,17,theft,ambulance,NO,384400,1000000,NO,154194,8382,162576,NO,NO,NO
2662,2662,767875,5/21/2001,OH,1000,3520.069037,6000000,46850,35,FEMALE,exec-managerial,movies,1/1/2015,SC,total loss,Northbrook,5422 Best Drive,4,fire,ambulance,NO,298600,1000000,NO,298600,5016,303616,NO,NO,NO
2663,2663,437101,8/15/1993,OH,500,2221.368755,0,61024,37,FEMALE,adm-clerical,dancing,2/7/2015,VA,major damage,Hillsdale,3682 Washington Ave,3,hurricane,other,NO,192400,500000,NO,170317,5402,175719,NO,YES,NO
2664,2664,415004,10/11/1991,IL,500,6882.938977,7000000,44269,39,FEMALE,tech-support,dancing,2/28/2015,NC,minor damage,Arlington,2070 5th St,17,hail,other,NO,696000,300000,NO,352320,6545,358865,NO,NO,NO
2665,2665,476161,5/29/2004,IN,500,12648.23934,0,46030,24,FEMALE,transport-moving,hiking,2/13/2015,SC,total loss,Hillsdale,2619 MLK Ridge,2,hurricane,other,NO,1132000,500000,NO,1132000,583,1132583,YES,NO,NO
2666,2666,939675,11/1/1995,OH,1000,3467.748681,0,46695,30,FEMALE,armed-forces,reading,1/11/2015,WV,minor damage,Northbend,2274 Maple Ridge,5,fire,other,NO,297600,500000,NO,129167,17973,147140,NO,YES,NO
2667,2667,489193,3/2/2006,OH,500,919.7317539,0,46076,34,MALE,tech-support,reading,1/22/2015,NY,minor damage,Hillsdale,1408 1st Hwy,14,other,fire,NO,94200,1000000,NO,55323,10271,65594,NO,NO,NO
2668,2668,317886,9/17/1990,OH,1000,3424.831966,5000000,61394,52,MALE,craft-repair,video-games,1/13/2015,NC,major damage,Riverwood,7114 4th Ridge,19,hail,ambulance,NO,358000,300000,NO,248272,4779,253051,YES,YES,NO
2669,2669,885193,4/12/2008,IN,1000,2729.10311,0,44068,50,FEMALE,tech-support,hiking,1/17/2015,NY,minor damage,Hillsdale,1724 MLK Ave,2,hurricane,ambulance,NO,255200,300000,NO,112672,19064,131736,NO,NO,NO
2670,2670,737554,12/17/2013,IL,500,5500.825192,0,46436,43,FEMALE,farming-fishing,movies,2/20/2015,SC,major damage,Northbrook,5774 Apache Drive,6,hurricane,other,NO,484600,1000000,NO,295853,8197,304050,NO,NO,NO
2671,2671,177091,3/8/1997,IN,1000,3626.163262,0,45899,62,FEMALE,sales,video-games,1/25/2015,NC,major damage,Arlington,7552 4th Hwy,9,other,police,YES,405200,500000,YES,304672,5958,310630,NO,NO,NO
2672,2672,594610,3/27/1992,IL,500,4078.056204,0,47060,38,MALE,transport-moving,board-games,3/1/2015,WV,minor damage,Northbend,1881 Tree St,0,theft,other,NO,389600,500000,YES,218222,5033,223255,NO,NO,NO
2673,2673,392781,12/20/2013,OH,500,3525.483507,0,44230,40,FEMALE,other-service,hiking,2/25/2015,NY,minor damage,Arlington,7659 Washington Drive,22,hail,other,NO,315000,300000,NO,166026,1891,167917,NO,YES,NO
2674,2674,159685,1/26/1998,OH,1000,1437.492398,8000000,60427,42,MALE,transport-moving,basketball,2/2/2015,NY,minor damage,Hillsdale,5661 Texas Ridge,7,theft,police,YES,157800,300000,NO,93582,3739,97321,YES,YES,NO
2675,2675,705913,10/17/1999,IL,500,1819.509723,0,46242,30,MALE,tech-support,hiking,1/29/2015,WV,minor damage,Arlington,4812 Elm Lane,3,fire,ambulance,NO,179000,1000000,YES,85764,4809,90573,NO,NO,NO
2676,2676,317071,1/8/2000,OH,500,4392.846327,0,47161,28,FEMALE,armed-forces,movies,2/27/2015,NY,minor damage,Springfield,7307 Lincoln Hwy,10,fire,other,NO,481800,300000,NO,201102,2810,203912,YES,NO,NO
2677,2677,129326,3/30/2011,IL,500,1740.554557,0,43636,21,FEMALE,exec-managerial,basketball,2/19/2015,WV,minor damage,Columbus,4555 Lincoln Ridge,3,hurricane,other,NO,160200,300000,NO,88452,5182,93634,NO,NO,NO
2678,2678,688843,8/8/2012,IN,500,4046.08204,0,61841,33,MALE,sales,board-games,1/2/2015,SC,minor damage,Northbend,2439 2nd Hwy,16,theft,fire,NO,344600,1000000,NO,138129,11269,149398,NO,YES,NO
2679,2679,279961,9/16/1999,IN,500,3415.212562,0,45772,22,FEMALE,transport-moving,board-games,1/24/2015,NY,minor damage,Arlington,9983 3rd Ave,23,hail,ambulance,NO,338800,300000,NO,201971,5260,207231,NO,YES,NO
2680,2680,322177,10/25/1998,OH,500,1244.984717,4000000,43883,50,FEMALE,exec-managerial,video-games,2/1/2015,NC,total loss,Riverwood,8712 Washington Ridge,23,fire,other,NO,122800,1000000,NO,122800,470,123270,YES,NO,NO
2681,2681,722223,8/27/1994,IL,500,2773.078979,0,46695,40,FEMALE,transport-moving,dancing,3/1/2015,VA,major damage,Northbrook,1527 Britain Drive,22,theft,ambulance,NO,331400,500000,NO,278081,3822,281903,YES,NO,NO
2682,2682,830185,5/10/2003,IL,500,2531.360291,0,45755,31,MALE,adm-clerical,movies,2/4/2015,SC,total loss,Springfield,3273 Tree Ridge,13,fire,ambulance,NO,278600,1000000,NO,278600,19627,298227,NO,NO,NO
2683,2683,889281,12/7/2014,OH,500,4316.355643,0,44512,50,MALE,other-service,dancing,1/7/2015,WV,minor damage,Arlington,5178 Elm Lane,23,fire,other,NO,394200,300000,NO,196371,10605,206976,NO,YES,NO
2684,2684,299590,12/18/2002,OH,500,1641.356671,6000000,60575,41,MALE,transport-moving,reading,1/30/2015,SC,total loss,Riverwood,8371 Maple St,22,hurricane,other,NO,142400,1000000,NO,142400,6175,148575,NO,YES,NO
2685,2685,986588,2/9/2014,OH,500,3222.84078,0,47842,29,MALE,farming-fishing,board-games,2/8/2015,SC,total loss,Springfield,9878 Tree St,20,fire,police,NO,307800,300000,NO,307800,13476,321276,NO,YES,NO
2686,2686,514435,2/27/2008,IL,1000,2774.099924,4000000,60468,47,MALE,other-service,basketball,2/18/2015,SC,trivial damage,Springfield,8817 Tree St,0,other,ambulance,NO,330600,500000,YES,93937,4399,98336,NO,NO,NO
2687,2687,463113,8/23/1991,IN,500,4386.238713000002,0,60512,41,FEMALE,adm-clerical,kayaking,2/7/2015,NC,minor damage,Hillsdale,4852 Best Ridge,21,hurricane,other,NO,378400,1000000,NO,191120,5253,196373,NO,NO,NO
2688,2688,765444,12/8/1997,IN,1000,6603.040274,5000000,61384,45,FEMALE,armed-forces,board-games,1/21/2015,PA,total loss,Northbrook,5983 Apache St,7,hail,other,NO,576400,500000,NO,576400,8534,584934,NO,NO,NO
2689,2689,680096,2/14/2011,IN,500,4728.265422,0,61840,30,MALE,armed-forces,movies,2/20/2015,VA,total loss,Northbend,1059 1st Hwy,19,fire,ambulance,NO,397800,300000,NO,397800,7683,405483,NO,NO,NO
2690,2690,815692,12/20/1994,OH,1000,620.343123,4000000,47341,41,FEMALE,sales,chess,2/12/2015,WV,minor damage,Northbend,9675 Maple Ridge,22,hail,other,NO,75600,300000,YES,42057,15826,57883,NO,YES,NO
2691,2691,875420,9/5/1997,IN,1000,4582.970428000001,0,44926,47,FEMALE,sales,board-games,1/23/2015,VA,major damage,Riverwood,8722 Britain Ave,1,hurricane,other,NO,463000,300000,NO,309306,13494,322800,NO,NO,NO
2692,2692,908379,3/2/1999,IL,500,3703.768804,10000000,44792,31,FEMALE,adm-clerical,reading,2/15/2015,NY,minor damage,Columbus,6301 Elm Ave,10,hurricane,other,NO,364600,500000,NO,213040,10703,223743,YES,NO,NO
2693,2693,312795,9/3/2013,OH,1000,5987.473963,0,60769,31,FEMALE,craft-repair,exercise,2/10/2015,NC,minor damage,Northbend,5753 Cherokee Drive,6,fire,police,YES,508200,300000,YES,236256,6711,242967,NO,YES,NO
2694,2694,742125,8/16/2011,IL,1000,2435.087256,0,47584,38,FEMALE,armed-forces,movies,2/20/2015,NC,trivial damage,Arlington,7005 4th Lane,2,theft,ambulance,NO,217000,300000,YES,42077,6783,48860,NO,NO,NO
2695,2695,153296,11/18/2005,IN,1000,928.4518715,0,61423,36,FEMALE,transport-moving,exercise,1/29/2015,VA,minor damage,Northbend,1253 2nd St,23,other,other,NO,89600,500000,NO,46400,11795,58195,YES,YES,NO
2696,2696,281901,12/29/2001,OH,500,1667.91562,0,60267,34,MALE,farming-fishing,dancing,2/19/2015,NY,major damage,Hillsdale,3834 Best Hwy,13,fire,other,NO,183000,1000000,YES,160185,1114,161299,NO,NO,NO
2697,2697,606079,11/7/2009,OH,500,5631.275941,0,46276,42,MALE,sales,video-games,1/28/2015,WV,trivial damage,Riverwood,3760 Elm St,13,hurricane,other,NO,589000,300000,NO,152581,11465,164046,NO,NO,NO
2698,2698,281801,10/12/2013,OH,500,3600.764724,0,45452,62,MALE,farming-fishing,reading,1/14/2015,NY,minor damage,Northbend,8303 Andromedia Lane,11,hurricane,other,NO,425200,500000,NO,192533,7628,200161,NO,YES,NO
2699,2699,449410,10/4/2014,OH,1000,3874.572277,0,45899,27,MALE,transport-moving,dancing,1/18/2015,VA,minor damage,Arlington,9849 3rd Ave,5,theft,other,NO,401400,300000,YES,230857,777,231634,YES,YES,NO
2700,2700,245927,10/21/2000,IL,1000,2610.396323,4000000,43887,30,FEMALE,transport-moving,dancing,1/3/2015,NY,minor damage,Springfield,9538 Maple Lane,16,hail,ambulance,NO,244000,300000,NO,139206,15015,154221,NO,NO,NO
2701,2701,991368,8/11/1998,IN,1000,6126.304284000002,0,43817,47,MALE,farming-fishing,exercise,2/19/2015,NY,total loss,Arlington,6211 Britain Ridge,13,fire,fire,NO,762800,500000,NO,762800,1181,763981,NO,NO,NO
2702,2702,612360,11/27/2014,OH,1000,2721.269725,0,46847,31,MALE,armed-forces,movies,2/23/2015,WV,minor damage,Riverwood,3378 1st Drive,8,other,other,NO,321200,500000,NO,135160,15297,150457,YES,YES,NO
2703,2703,424591,10/8/2007,IN,1000,3335.954188,0,43249,46,MALE,farming-fishing,basketball,2/26/2015,SC,minor damage,Columbus,1813 Washington St,22,hurricane,fire,NO,303400,1000000,NO,140983,11218,152201,NO,YES,NO
2704,2704,834088,11/16/1990,IL,500,2207.66754,0,44279,35,MALE,other-service,kayaking,1/5/2015,NY,major damage,Hillsdale,7372 5th Drive,20,fire,other,NO,273400,300000,NO,171498,235,171733,YES,NO,NO
2705,2705,715165,9/8/2012,IN,500,3080.101705,0,44346,37,FEMALE,exec-managerial,dancing,2/20/2015,WV,minor damage,Springfield,5370 Flute Drive,10,hurricane,ambulance,NO,259800,300000,YES,109225,5372,114597,NO,NO,NO
2706,2706,470648,11/16/2000,IL,1000,5913.999307,0,47539,34,FEMALE,farming-fishing,exercise,1/18/2015,SC,minor damage,Hillsdale,7971 Britain Ridge,21,other,none,NO,588000,1000000,NO,308940,5192,314132,YES,NO,NO
2707,2707,223195,1/23/1998,IL,1000,2095.247121,0,43368,30,FEMALE,farming-fishing,exercise,2/12/2015,NY,total loss,Columbus,8482 Elm Ridge,22,hurricane,ambulance,NO,259000,300000,YES,259000,2843,261843,NO,YES,NO
2708,2708,284171,5/21/2006,IL,500,2009.025572,0,45477,32,MALE,tech-support,exercise,1/2/2015,VA,total loss,Hillsdale,2731 Best Ridge,11,hurricane,other,NO,205000,1000000,NO,205000,260,205260,YES,YES,NO
2709,2709,885419,12/4/1993,IL,500,5907.534575,0,44263,56,MALE,adm-clerical,reading,1/27/2015,NC,total loss,Arlington,9815 3rd St,9,theft,ambulance,NO,657800,300000,NO,657800,10111,667911,YES,NO,NO
2710,2710,738396,10/26/2003,OH,1000,1356.584283,0,61098,36,MALE,exec-managerial,kayaking,1/10/2015,NY,total loss,Northbrook,7982 MLK Drive,7,hurricane,other,NO,152600,500000,NO,152600,5649,158249,NO,YES,NO
2711,2711,839531,3/12/2011,IN,1000,4066.237916,0,44355,43,FEMALE,sales,dancing,3/1/2015,WV,minor damage,Northbend,3530 Oak Lane,4,theft,other,NO,383800,500000,YES,189534,14072,203606,YES,NO,NO
2712,2712,273423,8/9/1996,IL,1000,2736.4697170000004,0,45316,36,FEMALE,adm-clerical,camping,2/1/2015,NC,minor damage,Riverwood,4886 Oak Ridge,6,hail,fire,NO,317600,300000,NO,162733,2563,165296,YES,YES,NO
2713,2713,385770,10/11/2000,OH,1000,1227.577333,0,43127,31,MALE,other-service,camping,1/9/2015,WV,minor damage,Northbend,4146 Lincoln Lane,17,fire,police,YES,129000,1000000,NO,72366,9680,82046,NO,NO,NO
2714,2714,335435,3/30/2004,IN,500,2838.7955,0,62049,63,FEMALE,adm-clerical,movies,1/9/2015,NY,total loss,Springfield,2156 Lincoln Hwy,23,fire,police,YES,263600,300000,NO,263600,638,264238,NO,NO,NO
2715,2715,101474,1/24/2008,IL,1000,6408.067929,0,61481,40,FEMALE,adm-clerical,hiking,1/3/2015,VA,total loss,Hillsdale,1466 4th Drive,13,theft,ambulance,NO,574400,500000,NO,574400,8595,582995,YES,NO,NO
2716,2716,323172,9/19/2008,IN,500,2948.083066,0,47548,50,FEMALE,craft-repair,video-games,1/12/2015,NY,minor damage,Riverwood,1232 3rd St,8,theft,other,NO,359000,300000,NO,165325,199,165524,NO,YES,NO
2717,2717,987210,11/11/2012,IN,500,1865.177064,0,47114,32,MALE,farming-fishing,chess,1/8/2015,NC,total loss,Arlington,5612 5th St,19,other,fire,NO,217600,1000000,YES,217600,5963,223563,NO,NO,NO
2718,2718,990369,7/24/1998,IL,1000,4680.703595,0,43953,50,MALE,sales,movies,2/8/2015,NY,minor damage,Springfield,3641 Andromedia Lane,15,fire,other,NO,424400,1000000,NO,222532,387,222919,NO,NO,NO
2719,2719,421041,6/9/1996,IN,1000,4487.404403000001,0,44926,36,FEMALE,armed-forces,video-games,2/21/2015,NC,total loss,Riverwood,9317 Embaracadero Ave,9,fire,fire,NO,390400,500000,NO,390400,9989,400389,NO,NO,NO
2720,2720,673036,12/7/2003,IN,500,8147.933467,0,61773,43,MALE,transport-moving,hiking,1/8/2015,SC,major damage,Springfield,5120 Solo Ridge,21,fire,ambulance,NO,720400,1000000,NO,433861,5309,439170,YES,NO,NO
2721,2721,639971,4/24/2003,IN,1000,3448.915945,0,60243,57,FEMALE,craft-repair,board-games,1/19/2015,SC,minor damage,Hillsdale,7229 4th St,3,fire,none,NO,372200,300000,NO,220906,21191,242097,NO,YES,NO
2722,2722,445827,9/16/2007,OH,500,2004.043638,0,60648,29,FEMALE,adm-clerical,dancing,2/18/2015,NY,major damage,Columbus,2930 Rock Ridge,2,other,police,YES,247400,500000,NO,150067,1165,151232,YES,NO,NO
2723,2723,860723,7/4/2007,IL,500,4919.908112,0,46524,36,FEMALE,other-service,board-games,2/25/2015,SC,minor damage,Northbend,8128 Texas Drive,23,hail,fire,NO,513200,500000,NO,290119,7027,297146,NO,YES,NO
2724,2724,225931,6/14/2003,IL,1000,2947.896757,0,60660,23,FEMALE,tech-support,reading,1/23/2015,WV,minor damage,Northbend,5274 Apache Drive,10,hurricane,other,NO,289600,300000,NO,117604,791,118395,NO,NO,NO
2725,2725,212932,4/27/1993,IL,500,2982.038254,0,46816,30,FEMALE,adm-clerical,chess,2/25/2015,VA,trivial damage,Northbrook,1548 3rd Hwy,0,theft,none,NO,367000,1000000,NO,30308,4840,35148,NO,NO,NO
2726,2726,158651,5/26/2005,IL,1000,15221.92346,0,46922,31,FEMALE,sales,camping,2/27/2015,VA,major damage,Springfield,6530 Weaver Ave,10,other,police,NO,1275600,300000,NO,1118690,12539,1131229,NO,NO,NO
2727,2727,657789,9/21/2008,IN,500,1651.307275,0,61259,49,MALE,sales,hiking,2/21/2015,PA,minor damage,Springfield,2963 MLK Ridge,6,hail,ambulance,NO,189400,500000,NO,101965,5859,107824,YES,NO,NO
2728,2728,878214,12/31/2012,OH,500,9544.56556,0,47178,33,MALE,sales,exercise,1/1/2015,SC,total loss,Columbus,1779 5th Drive,15,hail,ambulance,NO,892600,1000000,YES,892600,11693,904293,YES,NO,NO
2729,2729,909401,2/1/2006,IN,500,4426.248869,5000000,61282,33,FEMALE,exec-managerial,reading,1/3/2015,NC,minor damage,Arlington,3448 MLK Drive,14,theft,fire,NO,481200,500000,YES,226199,14439,240638,NO,NO,NO
2730,2730,386114,5/25/2014,IN,500,7826.652956999998,0,43596,55,FEMALE,transport-moving,reading,1/7/2015,WV,major damage,Northbend,5290 Sky Ave,20,other,fire,NO,730800,1000000,NO,529037,10440,539477,NO,NO,NO
2731,2731,725948,3/29/1996,OH,500,2292.638057,0,44386,41,MALE,tech-support,camping,3/1/2015,WV,total loss,Northbrook,6378 4th St,14,hail,other,NO,268800,1000000,NO,268800,6276,275076,NO,NO,NO
2732,2732,805533,12/19/2009,OH,1000,3262.151124,0,43240,25,MALE,transport-moving,camping,1/8/2015,SC,minor damage,Northbrook,2515 Rock Lane,12,other,other,NO,322800,300000,NO,151664,13552,165216,NO,YES,NO
2733,2733,400453,8/4/1990,IL,500,7274.075437,2000000,46987,46,FEMALE,armed-forces,movies,2/4/2015,SC,minor damage,Arlington,2061 Washington Ave,6,theft,other,NO,606800,500000,NO,300374,7314,307688,NO,YES,NO
2734,2734,566843,9/21/1998,IN,1000,875.5630653,0,47048,31,FEMALE,sales,dancing,2/13/2015,NY,major damage,Northbend,5775 4th Drive,14,other,police,YES,101200,1000000,NO,64019,21142,85161,YES,NO,NO
2735,2735,203270,12/20/2002,IL,500,3663.441057,0,46380,40,FEMALE,sales,board-games,1/11/2015,NC,minor damage,Northbend,6738 Rock St,9,theft,ambulance,NO,375200,500000,YES,215704,6279,221983,YES,NO,NO
2736,2736,892210,5/21/1996,IN,500,1496.569839,0,47932,32,FEMALE,sales,reading,2/17/2015,SC,trivial damage,Columbus,7189 Britain Drive,7,fire,ambulance,NO,150200,300000,NO,44824,8929,53753,NO,NO,NO
2737,2737,265854,8/20/2011,IL,1000,5582.0823340000015,0,60225,37,FEMALE,exec-managerial,chess,2/24/2015,NY,minor damage,Northbend,5320 Best Ave,19,hail,other,NO,520400,300000,NO,252622,10200,262822,NO,NO,NO
